name,availabilityVendorId,ordersVendorId
"Ahmed And Alaa Eldin Pharmacy, Mokattam - Easy Sport Club",784401,63902
"Ahmed And Alaa Eldin Pharmacy, Faisal - Mansheya Road",784214,63901
"Ahmed Abdallah Market, Heliopolis - Korba",780712,63551
"Ahl al-Bayt vegetables and fruits, Mokattam - Easy Sport Club",760600,60381
"Adel Pharmacy, Nasr City - Hay 8",724799,39272
"Adel Pharmacy,  Nasr City - Hay 8",758431,60105
"Adam Market, Tagammoa 1 - The Districts",739279,47397
"Adam Hypermarket, Zahraa El Maadi - Ashgar Darna - 1",731391,42796
"Abu Samra Vegetables And Fruits, Tagammoa 5 - Hay 1",772208,61536
"Abu Samra Vegetables And Fruits, Dar Masr Koronfel",772207,61537
"Abu Hishaam Fruits & Vegetables, Al Zohour District",780166,63394
"Abu Elkheir Pharmacy, Tagammoa 5 - 90 St. Companies - 2",745587,51713
"Abu El-Fadl Market, Agamy - Bitash Gharb",758128,59909
"Abou Hassan Supermarket, Heliopolis - Roxy",701448,19826
"Abou Esam Market, Ras El Bar Club",767903,61118
"Abo Youssef, Nasr City - Ahmed Fakhry",661689,15703
"Abo Wael SuperMarket 2, Arabia area",768991,61252
"Abo Teeg Pharmacy, El Sheikh Zayed - El Hay 1",735116,44585
"Abo Soliman Market, Sharea' El Farouq",770211,61342
"Abo Shanb Market, el Monib",724118,38645
"Abo Selim, Haram - El Arish",787894,64622
"Abo Saeed, Zahraa El Maadi - Becho American",749145,54650
"Abo Goma'a offer and wholesale, Al Kawmeya",607062,27997
"Abo Elmagd Pharmacy, 6th of October - Masged El Shorta",744083,50583
"Abo Asem Supermarket, Mokattam - Centeral El Mokattam",781985,63619
"Abnaa El Omda, Ezzbet El Shaal",770519,61348
"Abnaa Al Arab supermarket, El Katamya",726479,40635
"Abdulmaboud Pharmacy, El Magzar",726737,40493
"Abdulhadi, El Hesseneya",782933,64908
"Abdul Rahman Farid Pharmacy, Hay El Zohour",757968,59886
"Abdelgawad Pharmacy, West Somid",691440,60830
"Abdelgawad Pharmacy, Tagammoa 5 - North Investors",767875,61067
"Abdelgawad pharmacy, Tagammoa 5 - Emaar Mivida",765059,60788
"Abdelgawad Pharmacy, El Sheikh Zayed - Nile University",767876,61069
"Abdelgawad Pharmacy, El Sheikh Zayed - El Hay 10",765060,60787
"Abdelgawad Pharmacy, 6th of October - Palm Hills",767874,61070
"Abdelgawad Pharmacy, 6th of October - El Hay El Motamyez",767877,61071
"Abdelgawad Pharmacy, 6th of October - 1st District",767888,61072
"Abd El Malek Pharmacy, Heliopolis - Hegaz Square",758450,60142
"Abd Alhalim, El Zaitoun - Al Sharqeya",775786,62279
"Abd AL Wahab Market, Ezbet El Shal",741363,49110
"ABC, Tagammoa 5 - Banafseg 1,2,3,4",774485,61819
"ABC, Nasr City - Hay 8",774487,61822
"ABC, Masaken Sheraton - Fairmont Heliopolis",774137,61824
"ABC, Madinaty - Sporting Club",774488,61821
"ABC, El Shorouk - 8th District",774486,63370
"ABC, 6th of October - 2nd District",774484,61823
"Aba Market, Nasr City - Ahmed Fakhry",703952,20087
"Aba Market, Heliopolis - Triumph Square",703953,20086
"A Pharmacy, Hadayek El Ahram - Area ع",739390,48958
"A One Market, Heliopolis - Korba",741055,48666
"A market, Tagammoa 5 - North Investors Extension 2",733398,44321
"971 STORE, El Thanaweya",770650,61354
"7 Mart, Tagammoa 5 - South Investors",768817,61129
"7 Mart, Tagammoa 5 - Emaar Mivida",768816,61127
"7 Mart , Hyde park new cairo",768517,61125
"6 October Lel2Amn El8Za2Y, Helwan El Balad",673854,16748
4U Market,690828,18747
"4M For You Pharmacies, 6th of October - 4th District-1",781530,63605
"3etaret el azhar elsharief, Helwan",613370,19173
"3alam Market, Saad Zaghloul",657672,15699
"3alam Market, El-Zeitoun",657675,15698
"3AGEBA MARKETS, Down Town",773576,61737
"360 Market, 6th of October - Eskan Gama'et El Qahera",755867,59502
"2GO Supermarket,El Magzar -",607985,15697
"1st Market, El Hadara",737513,46674
" BIM, El Mesiry EL Zaiton E213,Hadaiq Al Qubbah - AZ Zaytoun Al Qebleyah - Cairo",639701,15574
